4.93706, 45.69462, Groupe La Banque Postale, Saint Priest, 6 place Ch. Ottina
2.25515, 48.83463, Groupe LCL, Boulogne Billancourt, 2 avenue du Stade de Coubertin
-1.05410, 43.71111, Groupe BNP-Paribas, Dax
6.58013, 46.06242, Banque Laydernier, Cluses, 2 bis avenue A. Poncet
6.20458, 49.11906, Groupe CIC-Credit Mutuel, Metz, Queulueu
2.19286, 48.80538, Groupe BNP-Paribas, Chaville, Pave des Gardes
3.08816, 45.03260, Credit Agricole, Saint Flour, 19 cours Spy de Ternes
1.37590, 47.58560, La Banque Postale, Vineuil, 15 rue des Ecoles
2.30082, 45.54209, Groupe CIC-Credit Mutuel, Ussel
2.81207, 48.86443, Groupe LCL, Magny le Hongre, 18 rue des Labours
5.93120, 49.47010, La Banque Postale, Villerupt, 9 rue R. Poincare
4.33596, 47.49170, Groupe CIC-Credit Mutuel, semur en Auxois
1.64229, 50.18537, Groupe BNP-Paribas, Saint Valery sur Somme
3.10638, 45.78798, Credit Agricole, Clermont Ferrand, 107 avenue de la Republique
0.37362, 46.57812, Groupe La Banque Postale, Poitiers, 2 rue Gay Lussac
-4.50736, 48.40357, Groupe Banque Populaire, Brest, Bellevue
-0.87950, 47.51941, Groupe CIC-Credit Mutuel, Le Louroux, Ecomarche
2.36010, 48.89006, Groupe LCL, Paris, rue Max Dormoy
-1.43478, 46.97199, Groupe CIC-Credit Mutuel, Vieillevigne la Planche
2.51824, 48.77304, Groupe BNP-Paribas, Sucy en Brie
2.29142, 48.83893, Groupe BNP-Paribas, Paris, Lecourbe-Convention
2.20085, 49.32912, Credit Agricole, Noailles
5.55029, 43.24856, Groupe CIC-Credit Mutuel, Carnoux en Provence
-1.22965, 44.20168, Groupe BNP-Paribas, Mimizan
2.42054, 48.73506, Groupe CIC-Credit Mutuel, Villeneuve le Roi
2.30721, 49.90362, Groupe CIC-Credit Mutuel, Amiens, Saint Pierre
2.34241, 48.68058, Groupe BNP-Paribas, Savigny sur Orge
-1.05527, 47.39350, Groupe CIC-Credit Mutuel, Varades
2.33191, 49.03005, Groupe CIC-Credit Mutuel, Domont
-0.24567, 44.55279, Groupe BNP-Paribas, Langon
5.77500, 46.90510, La Banque Postale, Arbois, avenue du General Delort
7.70925, 48.59831, Groupe CIC-Credit Mutuel, Cronenbourg, Simply Market
3.75619, 43.44749, Credit Agricole, Frontignan
-2.51656, 48.46800, Groupe BNP-Paribas, Lamballe
2.38056, 48.91430, Credit Agricole, Aubervilliers, 195 avenue Victor Hugo
2.66451, 47.96700, Credit Agricole, Noeux les Mines
3.97365, 50.27861, Groupe CIC-Credit Mutuel, Maubeuge
2.57538, 48.80809, Groupe La Banque Postale, Le Plessis Trevise, 27 avenue Ardouin
2.33328, 48.86891, Credit Agricole, Paris, 14 rue d'Antin
5.37314, 43.30461, Groupe BNP-Paribas, Marseille, Pelletan
2.30636, 48.81959, Groupe CIC-Credit Mutuel, Malakoff
3.89780, 43.63260, La Banque Postale, Castelnau le Lez, 2 place Mendes France
3.88365, 45.04349, Groupe CIC-Credit Mutuel, Le Puy en Velay
2.54241, 50.72824, Groupe CIC-Credit Mutuel, Hazebrouck, Nouveau Monde
5.59157, 46.98503, Credit Agricole, Bans, cc Super U
2.48701, 50.79941, Groupe CIC-Credit Mutuel, Cassel
2.54520, 48.70277, Groupe Banque Populaire, Mandres les Roses
-4.48830, 48.40230, Groupe La Banque Postale, Brest, 49 rue A. Kervern
2.33512, 48.77941, Groupe BNP-Paribas, L Hay les Roses
4.04925, 50.01588, Groupe CIC-Credit Mutuel, Fpourmies
1.99030, 46.94828, Groupe BNP-Paribas, Issoudun
3.07461, 45.89073, Credit Agricole, Mozac, 15 rue F. Forest
2.64900, 50.00270, La Banque Postale, Albert, 26 rue J. d'Harcourt
-0.03700, 44.58210, La Banque Postale, La Reole, 10 place de la Liberation
4.79790, 45.58331, Groupe La Banque Postale, Chasse sur Rhone, avenue Francois Mitterrand
2.24800, 48.90620, Credit Agricole, La Garenne Colombes, 5 Rond-Point du Souvenir Francais
5.06334, 47.28713, Groupe La Banque Postale, Longvic, 30 bis route de Dijon
0.21763, 47.97085, Groupe Banque Populaire, Le Mans, CC Centre Sud
5.38284, 43.27871, Banque Credit du Nord, Marseille
2.17101, 48.67704, Groupe BNP-Paribas, Les Ulis
-1.67439, 48.08697, Banque Societe Generale, Rennes
-0.87071, 47.68447, Groupe BNP-Paribas, Segre
2.45340, 48.77830, La Banque Postale, Creteil, 3 place Salvador Allende
6.63291, 45.93524, Groupe CIC-Credit Mutuel, Sallanches
2.48001, 48.89462, Groupe BNP-Paribas, Bondy, gare
6.32030, 46.06978, Banque Societe Generale, Amancy, 120 route de La Roche
2.34807, 48.86176, Groupe LCL, Paris, Forum des Halles
6.01244, 47.25656, Groupe CIC-Credit Mutuel, Brsancon, Saint Claude
4.58631, 45.92042, Groupe LCL, Le Bois d'Oingt
-0.08663, 47.81406, Groupe CIC-Credit Mutuel, Malicorne
-1.41098, 47.08151, Groupe CIC-Credit Mutuel, Aigrefeuille sur Maine
2.41098, 48.68624, Groupe La Banque Postale, Draveil, 3 rue Dr Francois
0.14798, 45.65690, Groupe BNP-Paribas, Angouleme, Saint Cybard
3.08671, 50.64216, Groupe CIC-Credit Mutuel, Lille, Saint Maurice
-1.43254, 43.64381, Groupe CIC-Credit Mutuel, Capbreton
3.69669, 43.40342, Banque Societe Generale, Sete
-1.43237, 46.66885, Credit Agricole, La Roche sur Yon, Vendee
4.33373, 47.49035, Groupe LCL, Semur en Auxois
2.38656, 48.84170, Credit Agricole, Paris
4.80097, 45.36192, Credit Agricole, Roussillon, RN 7
-0.48600, 44.92450, La Banque Postale, Ambares et Lagrave, 13 rue E. Faulat
7.94440, 49.03597, Groupe CIC-Credit Mutuel, Wissembourg
5.71279, 45.18782, Groupe La Banque Postale, Grenoble, 16 place Saint Bruno
-2.41979, 48.19160, Credit Agricole, Merdrignac, 3 rue Nationale
8.93758, 42.63274, Credit Agricole, L Ile Rousse
2.34819, 48.82585, Groupe LCL, Paris
5.46835, 43.45422, Groupe CIC-Credit Mutuel, Gardanne
5.80555, 43.11702, Groupe BNP-Paribas, Sanary sur Mer
0.54574, 46.81596, Groupe CIC-Credit Mutuel, Chatellerault
2.24603, 48.82907, Groupe BNP-Paribas, Boulogne, Point du Jour
-1.58160, 48.15558, Credit Agricole, Thorigne Fouillard, allee du Marche
2.27000, 48.85546, Credit Agricole, Paris, 39 avenue Mozart
1.03520, 49.45083, Credit Agricole, Canteleu, place Jean Jaures
5.55128, 46.67338, Groupe BNP-Paribas, Lons le Saunier
2.09617, 49.04857, Groupe CIC-Credit Mutuel, Pontoise
2.09621, 49.04853, Atti Bank, Pontoise, 14 rue de Thiers
-1.26657, 47.16214, Credit Agricole, Vallet
1.07278, 49.91459, Credit Agricole, Dieppe, rue V. Feldmann
-1.66555, 48.09111, Credit Agricole, Rennes, boulevard O. Leroux
2.40080, 50.63940, La Banque Postale, Aire sur la Lys, 8 place Saint Pierre
2.33086, 48.87631, Groupe BNP-Paribas, Paris, Trinite
0.91385, 48.83591, Groupe CIC-Credit Mutuel, Breteuil sur Iton
3.35440, 46.56550, La Banque Postale, Yzeure, place de Bendorf
0.19067, 47.99495, Credit Agricole, Le Mans, 51 boulevard A. Oyon
7.64300, 48.95110, Credit Agricole, Niederbronn les bains, 1 place du Bureau Central
5.95154, 45.57365, Groupe BNP-Paribas, Saint Alban Leysse
-3.20466, 48.06809, Credit Agricole, Guemene sur Scorff
-0.91100, 44.03320, La Banque Postale, Morcenx, place L. Bouyssou
1.90111, 48.80297, Groupe La Banque Postale, Jouars Pontchartrain
4.76549, 45.31763, Credit Agricole, Serrieres, d'820
2.50472, 48.90414, Groupe BNP-Paribas, Les Pavillons sous Bois
3.21635, 43.34261, Groupe BNP-Paribas, Beziers
4.41522, 45.45451, Groupe CIC-Credit Mutuel, Saint Etienne, Grand Frais
6.42677, 45.90599, Groupe Banque Populaire, La Clusaz
4.39331, 45.41782, Groupe CIC-Credit Mutuel, Saint Etienne, Bellevue
4.84060, 46.30466, Credit Agricole, Saint Laurent sur Saone, rue de la Levee
-1.28419, 47.08617, Groupe CIC-Credit Mutuel, Clisson Val de Sevre
7.36477, 48.06771, Groupe CIC-Credit Mutuel, Colmar, Maraichers
1.41050, 43.56490, La Banque Postale, Toulouse, place des Glieres
-1.63687, 48.18100, Credit Agricole, Betton
-1.66322, 43.38722, Groupe BNP-Paribas, Saint Jean de Luz
2.48123, 48.61254, Groupe BNP-Paribas, Corbeil Essonnes
4.05281, 49.22381, Credit Agricole, Cormontreuil, rue Jean Jaures
2.34498, 48.87601, Groupe Banque Populaire, Paris
4.39030, 45.43708, Groupe La Banque Postale, Saint Etienne, 8 ter avenue de la Liberation
5.94580, 45.86353, Credit Agricole, Rumilly, place d'Armes
2.74944, 42.48583, Credit Agricole, Ceret, 11 avenue Georges Clemenceau
7.77360, 48.61300, La Banque Postale, Strasbourg, 38 rue de l'Ill
7.31742, 47.75184, Groupe CIC-Credit Mutuel, Mulhouse, Brustlein
-4.54022, 48.02385, Groupe CIC-Credit Mutuel, Audierne
-1.55414, 47.21580, Credit Agricole, Nantes
5.83453, 48.20924, La Banque Postale, Bulgneville
5.22760, 46.21070, La Banque Postale, Bourg en Bresse, 16 avenue Maginot
2.35213, 48.84464, Banque Credit du Nord, Paris, 56 rue Monge
-1.69560, 48.13843, Credit Agricole, Saint Gregoire, CC Grand Quartier
4.87528, 45.52414, Banque Societe Generale, Vienne, 1 rue H. Jacquier
-61.58767, 16.26582, Groupe CIC-Credit Mutuel, La Jaille
6.89707, 49.18564, Credit Agricole, Forbach, 15 place Aristide Briand
5.76446, 49.52285, Groupe CIC-Credit Mutuel, Longwy Haut, Rehon Lexy
2.38610, 48.83312, Groupe Banque Populaire, Paris, cc Bercy Village
-2.16391, 47.24719, Credit Agricole, Saint Brevin les Pins, 29 avenue Brizeux
2.26139, 48.98985, Credit Agricole, Ermont, 33 rue de la Halte
2.19132, 48.57575, Credit Agricole, Breuillet
7.40004, 43.74560, Groupe BNP-Paribas, La Turbie
4.81023, 43.93796, Atti Bank, Avignon, 91 avenue Saint Ruf
2.05070, 47.22910, La Banque Postale, Vierzon, 28 rue L. Merigot
6.84012, 46.27020, Groupe CIC-Credit Mutuel, Val d'Abondance
6.68005, 44.57298, Groupe La Banque Postale, Vars, cours Fontanarosa
2.31733, 48.87931, Credit Agricole, Paris, 39 rue du General Foy
4.87353, 45.52288, Groupe CIC-Credit Mutuel, Vienne
6.76510, 47.47430, La Banque Postale, Voujeaucourt, 1 place Boudry
6.04194, 49.33951, Groupe CIC-Credit Mutuel, Knutange
-1.65814, 43.38926, Groupe CIC-Credit Mutuel, Saint Jean de Luz
6.84450, 47.63630, La Banque Postale, Belfort, 4 rue de Prague
3.12879, 50.66954, Groupe BNP-Paribas, Wasquehal, Hotel de Ville
0.95339, 49.54563, Groupe CIC-Credit Mutuel, Barentin
2.45549, 48.78057, Groupe BNP-Paribas, Creteil, CC Regional
4.33775, 46.20727, Groupe Banque Populaire, Chaufailles, place de l'Hotel de Ville
6.62157, 45.85886, Banque Societe Generale, Megeve, 352 rue Ch. Feige
7.34922, 48.32014, Groupe CIC-Credit Mutuel, Val de Ville
2.35205, 48.84330, Groupe BNP-Paribas, Paris, Lutece
5.39473, 43.27469, Groupe CIC-Credit Mutuel, Marseille, Rabatau
7.71330, 48.64160, Credit Agricole, Mundolsheim, 11 rue du General Leclerc
2.30518, 48.85466, Groupe LCL, Paris, avenue Bosquet
2.54460, 48.70276, Credit Agricole, Mandres les Roses, 2 rue du General Leclerc
4.74888, 44.55596, Groupe CIC-Credit Mutuel, Montelimar
-1.95296, 48.13841, Credit Agricole, Montfort sur Meu, 32 rue Saint Nicolas
2.27920, 48.76277, Groupe Banque Populaire, Chatenay Malabry
4.83218, 45.75377, Banque Rhone-Alpes, Lyon, 34 rue Sainte Helene
2.23933, 48.83541, La Banque Postale, Boulogne Billancourt, 27 avenue A. Morizet
2.56910, 48.72320, La Banque Postale, Santeny, rue de la Liberation
5.93300, 43.12040, La Banque Postale, Toulon, place à l'Huile
-0.95819, 46.75634, Groupe CIC-Credit Mutuel, Saint Prouant
-1.51281, 46.20953, Groupe CIC-Credit Mutuel, Ars en Re
-2.29886, 47.44892, Credit Agricole, Herbignac
1.14833, 49.02515, Banque Societe Generale, Evreux
1.38040, 48.73320, La Banque Postale, Dreux, place du 8 Mai 1945
1.12679, 49.42159, Groupe CIC-Credit Mutuel, Bonsecours
7.74204, 48.58854, Groupe CIC-Credit Mutuel, Strasbourg, Halles
7.30670, 48.04260, Credit Agricole, Eguisheim, 10 place du Chateau
4.05820, 48.29423, Groupe BNP-Paribas, Sainte Savine
1.45000, 49.10120, La Banque Postale, Saint Marcel, 31 rue des Pres
3.23344, 50.61846, Groupe CIC-Credit Mutuel, Baisieux
2.24672, 48.58719, Groupe BNP-Paribas, Arpajon
-1.57086, 47.22268, Groupe BNP-Paribas, Nantes, Monselet
2.43689, 48.84769, Groupe CIC-Credit Mutuel, Vincennes, Chateau
1.93881, 49.66505, Banque Credit du Nord, Grandvilliers
7.31298, 43.74295, Groupe CIC-Credit Mutuel, Nice, Trinite
5.73535, 45.19597, Groupe BNP-Paribas, Grenoble, Ile Verte
4.80970, 45.71650, Groupe CIC - La Lyonnaise de Banque, Oullins, Grande rue d'Oullins
2.46452, 48.79107, Groupe BNP-Paribas, Creteil, Village
3.08300, 45.75260, La Banque Postale, Beaumont, 1 avenue du Mont-Dore
-4.22368, 47.86500, Groupe La Banque Postale, Pont l'Abbe, 40 place de la Republique
5.83574, 45.95946, Groupe Banque Populaire, Seyssel, Grande rue
-2.83713, 47.88913, Credit Agricole, Locmine
7.49610, 43.77340, La Banque Postale, Menton, cours George V
1.77937, 47.99974, Groupe CIC-Credit Mutuel, Bricy, Base Aerienne
-1.77069, 48.14495, Groupe CIC-Credit Mutuel, Pace
4.84776, 45.83446, Groupe Banque Populaire, Fontaines sur Saone, 3 rue P. Carbon
2.55647, 50.47435, Groupe CIC-Credit Mutuel, Bruay la Buissiere, Gare
2.18649, 48.92395, Groupe CIC-Credit Mutuel, Carrieres sur Houilles
2.38227, 48.95162, Groupe BNP-Paribas, Stains
-1.62555, 49.63722, Groupe CIC-Credit Mutuel, Cherbourg, Schuman
-3.38205, 47.70575, Credit Agricole, Larmor Plage, 13 place Notre Dame
5.22056, 46.20304, Groupe La Banque Postale, Bourg en Bresse
2.46013, 48.89563, Groupe BNP-Paribas, Noisy le Sec, gare
1.94826, 48.81650, Groupe CIC-Credit Mutuel, Plaisir
-4.15438, 47.93544, Credit Agricole, Plomelin
0.88112, 44.27772, Credit Agricole, Beauville
1.47816, 48.43432, Credit Agricole, Luisant, avenue Maunoury
2.41384, 49.37670, Banque Societe Generale, Clermont
6.61909, 45.85706, Credit Agricole, Megeve, rue Saint Jean
1.35610, 47.56960, La Banque Postale, Saint Gervais la Foret, 1 rue du Bourg
3.87790, 43.60670, Groupe BNP-Paribas, Montpellier, Victor Hugo
-1.14300, 46.17500, La Banque Postale, La Rochelle, 138 rue M. Lacroix
-0.21341, 44.43155, Groupe CIC-Credit Mutuel, Bazas
0.37403, 43.95772, Groupe BNP-Paribas, Condom
3.11142, 45.74951, Groupe LCL, Aubiere
-1.17685, 47.74032, Groupe CIC-Credit Mutuel, Pouange
1.85550, 48.69475, La Banque Postale, Le Perray en Yvelines
-2.30008, 47.51932, Credit Agricole, La Roche-Bernard, 35 rue Saint James
1.23850, 48.76170, La Banque Postale, Saint Remy sur Avre, 21 rue du General de Gaulle
2.30736, 48.97061, Groupe CIC-Credit Mutuel, Enghien les Bains
-0.70209, 48.07324, Credit Agricole, Bonchamp les Laval, 9 rue de la Faux
-1.19641, 47.01195, Groupe CIC-Credit Mutuel, La Bruffiere
0.28131, 47.98669, Groupe CIC-Credit Mutuel, Change sur Sarthe
0.68945, 47.38788, Credit Agricole, Tours
2.04676, 48.93029, Groupe BNP-Paribas, Poissy
4.90873, 45.73406, Banque Societe Generale, Bron, 5 rue de Verdun
0.33980, 46.56836, Groupe La Banque Postale, Poitiers, Clos Gautier
5.36800, 43.31910, La Banque Postale, Marseille, 3 place Bougainville
2.47011, 48.40326, Groupe LCL, Milly la Foret
-0.94025, 47.06211, Groupe CIC-Credit Mutuel, La Seguiniere
4.90781, 45.73401, Credit Agricole, Bron, 141 avenue Franklin Roosevelt
2.32681, 48.86971, Groupe CIC-Credit Mutuel, Paris, Madeleine
1.42697, 43.67171, Groupe CIC-Credit Mutuel, Aucanville
4.43817, 46.80492, Groupe CIC-Credit Mutuel, Le Creusot
-1.57500, 47.20910, La Banque Postale, Nantes, 6 place L. Daubenton
4.82897, 45.73050, Groupe CIC - La Lyonnaise de Banque, Lyon, 32 rue Jacques Monod
1.14791, 49.02612, Credit Agricole, Evreux, rue Chartraine
6.13365, 48.75978, Groupe Banque Populaire, Frouard
2.31558, 48.65253, Groupe LCL, Sainte Genevieve des Bois, 5 avenue Gabriel Peri
1.57996, 48.46729, Groupe LCL, Chartres, A11 Aire de Chartres BoisParis
-4.52401, 48.38737, Groupe CIC-Credit Mutuel, Brest, Iroise
4.74779, 44.75128, Credit Agricole, Le Pouzin, 44 avenue J.C. Dupau
2.32686, 48.89330, Groupe CIC-Credit Mutuel, Paris, Guy Moquet
2.73273, 47.97617, Groupe CIC-Credit Mutuel, Amilly
2.14765, 43.92734, Groupe CIC-Credit Mutuel, Albi, Delarue
1.67473, 48.60990, Groupe BNP-Paribas, Epernon
2.29549, 48.96172, Groupe BNP-Paribas, Epinay
3.98368, 43.67641, Credit Agricole, Castries, avenue de Montpellier
3.07618, 50.60803, Groupe BNP-Paribas, Ronchin
-1.56984, 47.21915, Groupe CIC-Credit Mutuel, Nantes, Monselet
3.14662, 50.67373, Groupe CIC-Credit Mutuel, Croix
3.75741, 43.44559, Groupe BNP-Paribas, Frontignan
-3.81522, 48.18685, Credit Agricole, Chateauneuf du Faou
0.38636, 45.73991, Groupe BNP-Paribas, La Rochefoucauld
4.86821, 45.76368, Groupe Banque Populaire, Lyon, 298 cours Lafayette
-63.08413, 18.06870, Groupe CIC-Credit Mutuel, Saint Martin
0.72169, 43.10760, Groupe BNP-Paribas, Saint Gaudens
2.35732, 48.82630, Groupe BNP-Paribas, Paris, Tolbiac
6.64046, 44.62096, Groupe Banque Populaire, Risoul
1.46919, 43.35313, Groupe BNP-Paribas, Auterive
0.34028, 46.58056, Banque Societe Generale, Poitiers, 9 place Marechal Leclerc
-0.29972, 49.20427, Credit Agricole, Colombelles
2.28820, 48.84094, Groupe CIC-Credit Mutuel, Paris, Felix Faure
2.41125, 48.92068, Groupe La Banque Postale, La Courneuve, 1 avenue Lenine
2.32930, 48.88360, La Banque Postale, Paris, 61 rue de Douai
5.46901, 43.45408, Groupe CIC-Credit Mutuel, Gardanne
1.32669, 47.59640, Credit Agricole, Blois, 23 avenue de Vendome
3.19154, 45.73155, Banque Nuger, Cournon d'Auvergne, avenue de la Liberation
2.34620, 48.87590, La Banque Postale, Paris, 14 rue Bleue
2.61030, 48.56500, La Banque Postale, Vert Saint Denis, place du Grand Village
2.26903, 48.90317, Groupe LCL, Courbevoie, Becon
3.21012, 45.74042, Banque Nuger, Cournon d'Auvergne, CC Simply Market Les Toulaits
-1.09053, 49.11473, Groupe BNP-Paribas, Saint Lo
2.33714, 48.83927, Groupe BNP-Paribas, Paris, Port Royal
-2.02595, 48.64893, Banque Societe Generale, Saint Malo
4.03903, 46.27534, Credit Agricole, Marcigny
6.66264, 45.19637, Groupe La Banque Postale, Modane, avenue Jean Jaures
2.36746, 48.85322, Banque Societe Generale, Paris
-0.68700, 47.82250, La Banque Postale, Aze, rue Saint Aventin
2.32480, 48.85030, La Banque Postale, Paris, 3 rue Dupin
4.80699, 45.77453, Groupe Banque Populaire, Lyon, 18 Grande Rue de Vaise
7.09310, 43.59465, Groupe BNP-Paribas, Antibes, Croix Rouge
2.34717, 48.89480, Groupe BNP-Paribas, Paris, Simplon
-0.24689, 46.64754, Groupe CIC-Credit Mutuel, Parthenay
0.21524, 44.41050, Credit Agricole, Le Mas d'Agenais, 271-272 rue du Bois
2.00987, 49.04955, Credit Agricole, Cergy
2.68718, 48.94539, Credit Agricole, Claye Souilly, 78 rue Jean Jaures
-0.74227, 46.64827, Groupe CIC-Credit Mutuel, La Chataigneraie
2.34729, 48.87687, Groupe BNP-Paribas, Paris, Montholon
4.84540, 44.77370, La Banque Postale, Livron sur Drome, avenue L. Aubin
-1.43286, 46.67254, Groupe CIC-Credit Mutuel, Roche sur Yon, Moliere
5.44798, 43.53017, Groupe CIC-Credit Mutuel, Aix en Provence
-0.38500, 43.30680, Groupe La Banque Postale, Billere, 13 avenue du Chateau d'Este
-1.58639, 47.21410, Groupe CIC-Credit Mutuel, Nantes, Saint Clair
3.86818, 43.62222, Groupe BNP-Paribas, Montpellier, Universite
4.83866, 47.02230, Groupe CIC-Credit Mutuel, Beaune, Carnot
-3.38383, 47.70728, Groupe BNP-Paribas, Larmor, plage
3.20292, 46.09887, Banque Nuger, Gannat, CC Simply Market
-2.13200, 48.61930, La Banque Postale, Saint Briac sur Mer, 1 place du Centre
4.84294, 45.74579, Banque Societe Generale, Lyon, place Jean Mace
1.27523, 48.90721, Credit Agricole, Saint Andre de l'Eure, rue du Chanoine Boulogne
1.74333, 47.35694, Credit Agricole, Romorantin
6.12040, 49.32624, Groupe CIC-Credit Mutuel, Florange
-2.74800, 48.49780, La Banque Postale, Saint Brieuc, 35 rue Henri Becquerel
5.16137, 48.77299, Banque Societe Generale, Bar le Duc, boulevard de La Rochelle
1.94386, 48.76192, Credit Agricole, Maurepas, place du Sancerrois
1.41853, 49.24751, Groupe CIC-Credit Mutuel, Les Andelys
2.33047, 48.83160, Groupe LCL, Paris, avenue General Leclerc
1.08417, 49.43250, Groupe BNP-Paribas, Rouen, Saint Sever
7.32862, 48.99766, Groupe CIC-Credit Mutuel, Montbronn
-0.87075, 47.05023, Groupe CIC-Credit Mutuel, Cholet, les Carterons
2.30228, 48.81327, Groupe LCL, Montrouge, avenue Brossolette
1.23910, 45.82180, La Banque Postale, Limoges, 26 rue Edouard Quinet
1.50468, 45.15402, Credit Agricole, Brive la Gaillarde, 7 avenue J. Marsales
2.01945, 49.03310, Groupe BNP-Paribas, Vaureal
2.32752, 48.73107, Groupe BNP-Paribas, Wissous
2.28111, 48.88855, Groupe BNP-Paribas, Levallois, Bineau
3.29458, 48.08214, Groupe BNP-Paribas, Villeneuve sur Yonne
2.26200, 48.52230, Credit Agricole, Lardy, 19 avenue du Marechal Foch
4.98990, 44.38340, La Banque Postale, Valreas, place Aristide Briand
2.29346, 50.27845, Credit Agricole, Frevent
-0.54957, 45.57955, Groupe CIC-Credit Mutuel, Pons
5.17490, 45.75140, La Banque Postale, Pont de Cheruy, rue des Aubepines
6.94660, 43.64243, Groupe CIC-Credit Mutuel, Grasse
1.09260, 49.44050, La Banque Postale, Rouen, 54 bis rue de la Champmesle
4.05500, 46.60220, La Banque Postale, Gueugnon, place de Gaulle
-0.79253, 48.06231, Groupe CIC-Credit Mutuel, Laval, Bourny
2.24110, 48.95900, La Banque Postale, Argenteuil, 22 rue de Vedrines
4.62718, 43.67770, Groupe CIC-Credit Mutuel, Arles
0.71232, 47.33904, Groupe CIC-Credit Mutuel, Chambray les Tours
6.02350, 45.43280, La Banque Postale, Pontcharra, place du Terrail
5.03892, 43.83799, Groupe BNP-Paribas, Cavaillon
-3.44384, 48.81613, Credit Agricole, Perros Guirec, 1 boulevard Georges Clemenceau
2.41520, 48.86577, Groupe LCL, Bagnolet, CC Bel Est Niveau 1
2.50539, 46.72317, Groupe CIC-Credit Mutuel, Saint Amand Montrond
7.35348, 48.07775, Groupe BNP-Paribas, Colmar
-1.61800, 46.46540, La Banque Postale, Talmont Saint Hilaire, 13 rue Nationale
-1.58371, 47.12320, Groupe CIC-Credit Mutuel, Pont Saint Martin
-1.33319, 43.74636, Groupe CIC-Credit Mutuel, CC Leclerc de Soustons
3.89950, 43.61840, La Banque Postale, Montpellier, rue M. Durand
4.63379, 43.67506, Groupe CIC-Credit Mutuel, Arles, Victor Hugo
2.10710, 49.04410, La Banque Postale, Saint Ouen l'Aumone, allee Fano
4.75252, 46.91037, Credit Agricole, Chagny
1.55625, 45.15880, Credit Agricole, Brive, 1 rue M. Tinayre
0.22267, 49.14475, Groupe CIC-Credit Mutuel, Lisieux
5.88313, 43.09933, Groupe BNP-Paribas, La Seyne sur Mer
6.45490, 48.18340, Credit Agricole, Epinal, 22 place d'Avrinsart
1.33062, 47.58834, Groupe CIC-Credit Mutuel, Blois, Chateau
0.33039, 46.58693, Groupe CIC-Credit Mutuel, Poitiers, Ouest
1.91284, 48.97875, Groupe La Banque Postale, Les Mureaux
0.57499, 47.72783, Groupe CIC-Credit Mutuel, La Chartre sur le Loir
2.63484, 48.54337, Banque Societe Generale, Le Mee sur Seine, avenue M. d'Auvergne
4.84799, 45.75391, Banque Rhone-Alpes, Lyon, 3 place Victor Bash
2.41630, 48.87970, La Banque Postale, Les Lilas, 4 boulevard de la Liberte
1.01048, 43.19486, Credit Agricole, Martres Tolosane
7.45370, 48.25850, La Banque Postale, Selestat, 7 rue de la Poste
2.31260, 49.87420, La Banque Postale, Amiens, 5 rue d'Assas
7.31400, 47.54900, Credit Agricole, Waldighoffen, 26 rue du Marechal Joffre
2.25630, 48.92380, Credit Agricole, Colombes, 25 rue Saint Denis
4.82816, 45.77403, Credit Agricole, Lyon, Croix Rousse
4.85356, 46.78238, Groupe LCL, Chalon sur Saone
6.00520, 47.24800, Credit Agricole, Besancon, 50 avenue de Montrapon
2.47279, 48.80652, Groupe LCL, Saint Maur des Fosses
3.29250, 43.24730, La Banque Postale, Valras Plage, boulevard Gambetta
5.61040, 46.52220, Credit Agricole, Orgelet, 6-8 rue des Fosses
4.81000, 43.94780, La Banque Postale, Avignon, 2 rue Petite Meuse
2.35509, 48.86057, Groupe CIC-Credit Mutuel, Paris, le Marais
0.35987, 42.90444, Credit Agricole, Arreau
2.32253, 48.87771, Groupe BNP-Paribas, Paris, rue de Rome
4.83767, 43.92798, Credit Agricole, Avignon, CC Cap Sud
-1.60379, 47.24605, Credit Agricole, Saint Herblain, 319 route de Vannes
2.00265, 43.45948, Groupe BNP-Paribas, Revel
7.58170, 47.59399, Groupe CIC-Credit Mutuel, Huningue
7.52890, 48.01819, Groupe CIC-Credit Mutuel, Neuf Brisach
3.98027, 46.48019, Groupe BNP-Paribas, Digoin
6.15515, 49.10102, Banque Societe Generale, Montigny les Metz
-1.10996, 47.17984, Groupe CIC-Credit Mutuel, Geste
-4.48141, 48.39315, Credit Agricole, Brest, Jaures
2.23970, 48.83970, La Banque Postale, Boulogne Billancourt, 79 bis route de la Reine
2.27778, 48.89538, Groupe CIC-Credit Mutuel, Levallois Perret, Marcel Cerdan
1.08220, 49.43120, Groupe LCL, Rouen, CC Saint Sever
5.84630, 43.13840, La Banque Postale, Ollioules, 5 place de Verdun
4.00600, 49.23040, La Banque Postale, Reims, 2 allee des Picards
2.57272, 48.81022, Groupe Banque Populaire, Le Plessis Trevise, 7 bis rue Ardouin
-0.63275, 45.74741, Groupe BNP-Paribas, Saintes
4.77936, 45.94002, Credit Agricole, Trevoux
2.27372, 48.73050, Credit Agricole, Massy, 4 place du Vieux Clocher
-0.66412, 48.19348, Groupe CIC-Credit Mutuel, Martigne
2.56820, 48.60322, Groupe BNP-Paribas, Savigny le Temple
-1.29640, 46.94762, Credit Agricole, Saint Georges de Montaigu
-0.48888, 47.68021, Groupe CIC-Credit Mutuel, Chateauneuf sur Sarthe
